name,price,rating,link,image_url,search_query,page
,,No rating,https://www.daraz.com.np/products/apple-iphone-15-61-super-retina-xdr-display-a16-bionic-chipset-48mp-main-camera-with-2x-telephoto-i164985113.html,https://img.drz.lazcdn.com/static/np/p/9d534bfcc7fda1f11d0d082a4e489d29.png_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/blackview-wave-7c-16gb4gb12gb-ram-64gb-rom-5000mah-656-hd-ips-i1515351890.html,https://img.drz.lazcdn.com/static/np/p/42451951c5aa015eb95420bd17d80e38.png_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/zte-nubia-a57-4gb-ram-64gb-display-675-inch-hd-ips-lcd-120hz-refresh-rate-13mp-ai-dual-camera-5000mah-with-225w-fast-charging-android-16-4g-lte-phone-side-mounted-fingerprint-face-unlock-i1544660306.html,https://img.drz.lazcdn.com/static/np/p/5682c75216a982292e8325225b5c210a.jpg_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/infinix-smart-20-4g-smartphone-4gb-ram-64gb-storage-66a-hd-display-5200mah-battery-dual-sim-i1523314801.html,https://img.drz.lazcdn.com/static/np/p/61d2e2b0e01c27bbff3a200ff93c8058.png_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/hmd-crest-5g-network-6gb-ram-128rom-i416921818.html,https://img.drz.lazcdn.com/g/kf/Sd04e5b1cca7843878a646d30776e01f06.jpg_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/vivo-y05-6500-mah-battery-anti-drop-design-ip65-dust-water-resistance-120hz-smooth-display-i1514717809.html,https://img.drz.lazcdn.com/static/np/p/c27350086ce7c3cfad0fd0534b7b0935.jpg_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/motorola-moto-g57-5g-8128gb-672-full-hd-display-qualcomm-snapdragon-6s-gen-7000-mah-battery-30w-turbopower-charging-i1518398807.html,https://img.drz.lazcdn.com/static/np/p/5b0a4406c91ca416ab3fcdab1e690fef.png_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/redmi-a7-pro-464-gb-69-display-unisoc-t7250-6000mah-battery-15w-charging-2-years-warranty-i1518737723.html,https://img.drz.lazcdn.com/static/np/p/82f5994dec99a5e0bb55a54eff1dafcf.jpg_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/honor-play-10-4gb128gb-674-90hz-display-5000mah-battery-13mp-camera-i1545207553.html,https://img.drz.lazcdn.com/static/np/p/b8259fc8028361e6f8c3cee258bc1e7d.jpg_200x200q80.avif,mobile phone,1
,,No rating,https://www.daraz.com.np/products/blackview-wave-7c-16gb4gb12gb-ram-128gb-rom-5000mah-656-hd-ips-i1515361793.html,https://img.drz.lazcdn.com/static/np/p/4013cf6af49b486e8a3a0dac2bbad908.png_200x200q80.avif,mobile phone,1
