name,price,rating,link,image_url,search_query,page
,,No rating,https://www.daraz.com.np/products/t900-ultra-smartwatch-49mm-original-wireless-charging-smart-watch-209-inch-screen-rotating-smart-dual-buttons-smart-watch-209-inch-screen-rotating-dual-bottons-smart-watch-for-unisex-i477677942.html,https://img.drz.lazcdn.com/g/kf/S858ad4647aeb4995a18f529df525bf39U.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/h9-201-inch-big-display-bt-call-smart-watch-smartwatch-reloj-inteligente-h9-health-sport-new-smart-watch-for-men-and-women-2025-i169284335.html,https://img.drz.lazcdn.com/g/kf/S997516273c9e4b708c6e701a96d5013fz.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/ultima-watch-circle-143-amoled-display-up-to-8-days-battery-life-bt-calling-smartwatch-ultima-fit-app-support-ip68-water-resistance-100-watch-faces-zinc-alloy-metal-frame-smart-watch-spo2-heart-rate-monitor-health-tracking-i128229654.html,https://img.drz.lazcdn.com/static/np/p/831ca97cb3f389029f07f977ead49f72.png_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/unisex-t800-smart-iwatch-ultra-with-wirless-charging-and-ip67-waterproof-smart-watch-i125910010.html,https://img.drz.lazcdn.com/static/np/p/f95c4bbbc93113feb1687b6f98dca7bf.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/ultima-watch-flex-201-inch-hd-display-ultima-fit-app-advanced-singlesync-bluetooth-calling-upto-7-days-battery-life-247-health-tracking-spo2-auto-sleep-tracking100-sports-modes-sos-ip67-water-resistance-smart-watch-i185108458.html,https://img.drz.lazcdn.com/static/np/p/9e31cefefab84ce7f003f55e78aaea87.png_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/t800-ultra-smartwatch-series-8199-inch-smart-watch-i323834160.html,https://img.drz.lazcdn.com/g/kf/S63153c8bd9a04951898ffecb135b89e9R.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/x7s8-prot500-bluetooth-smart-watch-full-touch-heart-rate-blood-pressure-wrist-smartwatch-for-men-women-sport-watch-i127874841.html,https://img.drz.lazcdn.com/static/np/p/907f43588c42c249efec065c71e20251.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/kids-calling-smart-watch-for-boys-girls-2-way-voice-calling-and-massage-sim-card-selfie-camera-prasent-app-voice-chat-long-battery-life-lbs-location-tracking-i1513357954.html,https://img.drz.lazcdn.com/g/kf/S9d9d3e3b73754ff59e40dafe0a0ae172R.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/i20-ultra-max-suit-smart-watch-10-in-1-in-one-box-32-inch-large-screen-smart-watch-with-earbuds-bt-colling-smart-watch-with-amoled-display-and-health-tracker-for-men-and-women-i496828351.html,https://img.drz.lazcdn.com/g/kf/S09465395ea8c48e382559f7a4c1ccb13T.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/ultra-smart-watch-7-in-1-bt-calling-big-display-49mm-sports-mode-fitness-7-belt-for-men-women-smartwatch-multicolor-strap-free-size-i131632071.html,https://img.drz.lazcdn.com/g/kf/S73086dea9f324d0b8daf235c8d7fbaabu.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/i20h20-ultra-max-suit-smart-watch-airpods-10-in-1-in-one-box-23inch-large-screen-smart-watch-with-earbuds-bt-calling-smart-watch-with-amoled-display-activity-health-tracker-for-men-women-i186897046.html,https://img.drz.lazcdn.com/static/np/p/7cbb6fe768998babccbe23722ff8237c.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/smart-watch-with-heart-rate-blood-oxygen-monitoring-3atm-waterproof-169-inch-full-touch-screen-i104950345.html,https://img.drz.lazcdn.com/static/np/p/81175a882d57fb7503f5d757fe80160f.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/new-i20-ultra-max-uit-smart-watch-multi-function-male-bluetooth-headset-android-i295838767.html,https://img.drz.lazcdn.com/g/kf/Sbf8a8357100e43bea50655d8c141145cp.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/new-i20-ultra-max-suit-smart-watch-multi-function-male-bluetooth-headset-android-i411559585.html,https://img.drz.lazcdn.com/g/kf/S49d716947bd04b9f9950c6ecd1b6d489U.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/s9-max-smartwatch-large-hd-screen-heart-rate-monitor-call-function-i132135244.html,https://img.drz.lazcdn.com/g/kf/S66a1a197e49d44fba52719a269fb91cdz.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/smart-watch-t800-ultra-smartwatch-for-men-women-with-bluetooth-calling-function-for-men-women-i127912847.html,https://img.drz.lazcdn.com/g/kf/S4c8a8f6637724387ba65d7804f18446eB.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/gt1-smart-watch-ips-pure-round-full-touch-screen-clearence-show-i1514142083.html,https://img.drz.lazcdn.com/g/kf/S5d8a952bf03e43658bcde43db59065e2w.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/green-orbit-pro-luxury-smart-watch-143-amoled-display-metallic-body-with-stainless-steel-leather-strap-3d-watch-faces-bt-calling-ip68-water-resistance-178-sports-modes-bt-v52-270mah-battery-20-days-standby-aod-1-year-warranty-i164956430.html,https://img.drz.lazcdn.com/static/np/p/2734b81ccfe1eb7f70e8b849b809e21a.png_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/gt1-smart-watch-ips-pure-round-full-touch-screen-clearance-show-for-men-and-women-i1512172663.html,https://img.drz.lazcdn.com/g/kf/S045bf648b7284fae9aa001d494d560926.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/green-orbit-20-ai-smartwatch-in-build-da-gpt-143-super-amoled-display-ip68-water-resistance-123-sports-modes-bt-calling-metallic-body-with-stainless-steel-leather-bt-v53-250mah-battery-30days-standby-time-aod-1-year-warranty-i375899310.html,https://img.drz.lazcdn.com/static/np/p/211324cf2560c10eae9179aa4cafa9a2.png_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/t800-ultra-smartwatchs9-ultra-2-with-wireless-charging-and-smartwatch-i164028435.html,https://img.drz.lazcdn.com/static/np/p/611062fef7aa59e634b75dca382b6438.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/t900-ultra-smartwatch-209-big-infinite-display-touch-screen-for-unisex-i362300626.html,https://img.drz.lazcdn.com/static/np/p/adc6d4479248a5910671dc27f8eab573.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/kids-calling-smart-watch-for-boys-girls-2-way-voice-calling-message-sim-card-selfie-camera-parent-control-app-voice-chat-long-battery-life-lbs-location-tracking-i169146680.html,https://img.drz.lazcdn.com/static/np/p/920a4eefcc1e461c44d9176e2d9ec77e.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/s9-ultra-android-dual-camera-smart-watch-4g-sim-card-support-wifi-smart-watch-big-display-manwomen-i132854231.html,https://img.drz.lazcdn.com/static/np/p/bd0e41f9bf60fd3a5025e8dbb0a7b097.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/t800-ultra-smart-watch-for-male-and-female-full-screen-display-i470637756.html,https://img.drz.lazcdn.com/g/kf/S9c582bf165214c46bcb0e15fe32853f6o.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/t500s8-pro-or-x7-smart-watch-for-men-women-i126809161.html,https://img.drz.lazcdn.com/static/np/p/31cf2201be362189071d79b69e51677e.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/smart-watch-t800-ultra-smartwatch-with-bluetooth-calling-function-for-menwomen-i103122366.html,https://img.drz.lazcdn.com/static/np/p/8b271d43099b0c8799f45337a16f72fa.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/10-in-1-set-i20-ultra-max-suit-smartwatch-airpods-pro-with-transparent-watch-screen-guard-with-7-straps-hd-display-bluetooth-calling-sports-mode-i510416951.html,https://img.drz.lazcdn.com/g/kf/Sf8f7d1b660974eaa850c1454eed7a4108.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/ultima-watch-circle-143-amoled-display-bt-calling-smartwatch-ip68-waterproof-zinc-alloy-metal-frame-smart-watch-i168513120.html,https://img.drz.lazcdn.com/static/np/p/f5090476478a174ddcc0eb4232281b04.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/combo-t800-ultra-smart-watch-ultra-big-display-m90-pro-wireless-bluetooth-earbuds-for-menwomen-i295380295.html,https://img.drz.lazcdn.com/g/kf/S73a59deef4bf4105a72367cfa9fa29dc6.jpg_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/t800-ultra-smartwatch-with-wireless-charging-and-smart-watch-for-menwomen-i127168233.html,https://img.drz.lazcdn.com/static/np/p/d19f5d05aa5c4b5b608bee0336573922.png_200x200q80.avif,smart watch,1
,,No rating,https://www.daraz.com.np/products/combo-i12-wireless-bluetooth-earbuds-with-t900-smart-watch-ultra-big-display-209-for-menwomen-i184935649.html,https://img.drz.lazcdn.com/g/kf/S7ae111061f8f42ef96724c2749e35a78k.jpg_200x200q80.avif,smart watch,1
